acct_id,extenders,wireless_clients_count,wired_clients_count,rx_avg_bps,tx_avg_bps,rx_p95_bps,tx_p95_bps,rx_max_bps,tx_max_bps,rssi_mean,rssi_median,rssi_max,rssi_min,network_speed,city,state
f8f3f402fd93afac6be7edd0d3521045f9705f78540645b0c8ad37592aa499a5,1,6,4,86186.68000000001,6695.539999999999,433528.58999999997,36301.89,1594556.0,48412.509999999995,-57.8,-62,-36,-73,1000.0M,MECCA,CA
5e361863fabab4c82731a3af1d49fb185dd43448f054a33ea55734dffb092df7,3,21,11,158733.153125,67215.40937500002,387470.4656249999,258753.5875,2033762.3875000002,897760.5968750003,-55.1,-54,-40,-80,1000.0M,DIAMOND BAR,CA
2acc132a72059d5a681d4202e2dbb30fc631075dbad75b35c904cb658d09486a,0,8,2,794435.85,1473586.8199999998,1899964.4900000002,1981103.3,4522561.93,2031845.94,-57.3,-62,-28,-86,1000.0M,DUNEDIN,FL
0041fb0a6115198a55069814569bd79c1af0444e3b3e79a064fefd17ab8e47f1,0,8,4,375571.23333333334,112335.59999999999,2137405.7499999995,849217.7500000001,3706343.108333333,1378631.4749999999,-58.5,-60,-29,-86,1000.0M,WEATHERFORD,TX
64e1b98a50b4fcf22cfa248e1a07b31cc387bf07b969c2c3248c62e5375d5726,5,55,6,21650.685245901645,3689.313114754096,160554.19508196722,8716.393442622952,435502.32950819674,242095.97868852466,-51.9,-52,-21,-80,1000.0M,SAN BERNARDINO,CA
02d20bf2a8ce9f39689f0723ad8df61aa5e990c721e4bc38e3d89153772252f2,0,2,3,1156416.12,1189288.96,2426889.04,1199446.52,2699162.7600000002,1201608.98,-32.8,-29,-26,-71,500.0M,CAMARILLO,CA
3513d240234d6f465f481f3f4bbf9ee0787eafa498daddccee5d91162c48883b,2,15,5,255224.75500000003,17908.014999999996,781965.4199999999,56073.409999999996,1675823.4650000003,172813.585,-55.4,-54,-23,-88,500.0M,LONG BEACH,CA
9b8809d4cc67365c4b3b74eb34f2db9467c6067017c76069e66948cf23ed685a,1,15,5,882942.0750000002,35927.42999999999,3889359.725,108131.16499999996,5866970.410000001,141065.85499999998,-47.9,-46,-27,-81,2000.0M,SEABROOK,TX
ecde62ccd134327ca6a06a6885c7cf33200fcba76ca8e2992249ba604d27c82e,0,8,9,89188.9294117647,5782.547058823529,664985.2000000002,23813.79411764706,765131.2823529412,123608.94117647059,-53.5,-57,-26,-74,1000.0M,MORENO VALLEY,CA
0a06ed32ea3fa53c40b3a2b6fd0ace806268c09fdb43b503826ef19840ba76c3,0,3,3,1310395.3666666667,8459.733333333334,3001591.5666666664,25033.050000000003,4074833.216666667,42737.93333333334,-66.4,-65,-47,-85,500.0M,MUSKEGON,MI
1eebfbe60fcb6e76ee0d5fd7c388c7dd891dc63967e5e54db7076e2e9346fb92,1,15,4,86057.48947368421,11468.931578947368,596724.9736842107,28295.784210526315,2546939.231578947,724582.5210526315,-53.1,-50,-21,-79,1000.0M,NEW RICHMOND,WI
c153aad8ddb36c000ea23185439e26b1bffe38b344e3619280781564052856fc,0,4,1,986115.4200000002,38477.840000000004,1472801.94,40852.479999999996,2456145.96,939813.7200000001,-73.7,-71,-56,-87,500.0M,BERLIN,CT
ee81a56072ece011c7424c44f12c5e09eb312dce9935be62242307e69d1da557,1,15,5,238919.38999999998,14737.95,866891.6250000002,113252.465,1707142.67,140732.305,-58.6,-64,-33,-86,1000.0M,RIVERVIEW,FL
fe2f55762fdb229254694bf3829ced48cd3a88ae1e8ec3f43d02f8378eb10d3e,0,6,1,1009494.6571428571,910570.7428571429,2917955.1999999997,1108001.1857142856,3499187.1285714284,2084753.7857142857,-52.6,-59,-33,-71,500.0M,LEWISVILLE,TX
76576772cc2bb0661eda86dce0126e9a7938b01472b415d09b32623fe1e56a57,0,2,1,194294.90000000002,8353.766666666666,874155.4666666668,19909.5,1668445.4333333336,308260.86666666664,-75.6,-74,-70,-90,500.0M,IRVING,TX
84dbc7b16864f557365d16fd6c1cb63f18b1128177cb8edff36c62f8d75ac79f,2,30,5,87616.10285714288,14592.694285714284,332894.3257142857,33851.77999999999,3784248.111428572,601294.4600000002,-57.2,-58,-27,-83,500.0M,PALMETTO,FL
2e5ffae41e6c34c14fbf645d05b4e814b91e36ab55edfa631a7ce785e2b38fd5,5,20,12,399753.60625,239604.1875,906378.515625,394075.26562499994,1861684.6968750001,526308.225,-55.0,-56,-25,-84,500.0M,ODESSA,FL
dcf1f20a72abbbcbcb6bdf53498b2a7f1ac83d198f58db83a9af648db42cb620,1,9,4,60517.06153846153,10769.246153846152,150575.79230769232,6527.299999999999,1266278.792307692,1081588.5923076922,-62.9,-65,-31,-84,1000.0M,TAMPA,FL
e3382b05aa9323261f67d81bb4ec01666acbc4a1e7e06c5b10878dcbd6623b99,0,14,3,238611.07058823522,35356.66470588235,1144365.5588235296,322968.9176470588,1463640.3,580343.5705882354,-55.2,-54,-21,-82,500.0M,HURRICANE,WV
f4708c0b8384440cb90ee230e50c3b3d4ac31dacaa58ba2324a65cdaa9f33bdd,0,10,2,587485.6,17271.75833333333,1474406.4166666667,39805.38333333334,2680971.808333333,506842.3,-61.4,-60,-29,-88,1000.0M,LANCASTER,CA
97cc1ed0f8d5577950259928dff4ec59b446177481d306c88f56d8628e340c52,0,18,3,662265.6666666666,35661.81904761904,1652913.638095238,154071.99523809526,1.2110549247619046E7,544196.9904761905,-55.9,-51,-43,-86,1000.0M,RIVERVIEW,FL
d7d16d47696a5140b282bd14212a47fafdd798c60b5e50c069f9b7f944a0a12f,0,19,1,295230.97,160422.77,1346760.175,386169.475,3946958.4850000003,1471022.935,-67.0,-68,-48,-83,1000.0M,WEST COVINA,CA
09b24f63d953eb8464e0898139e4dd8128ca18233e18ed5c912e544e404c8a3d,1,6,3,157034.8777777778,17558.7,1050167.433333333,33908.08888888889,1951195.411111111,599962.5555555555,-56.8,-56,-37,-82,500.0M,SAN ANGELO,TX
612456fe217f99a5e199ecf91553501fc70a0d4455c365a01cdc1cfe871f9491,2,19,7,280947.4038461538,16738.62307692308,1474278.8846153845,63452.06923076923,3676939.942307693,209575.94999999998,-50.8,-52,-27,-77,2000.0M,ENGLEWOOD,FL
ac7d30821cdf3e77d4b763881bd9893cb23dec8973d8479049560a641ba0b3ce,0,2,3,501589.18,21946.079999999998,3093605.3,62841.46,3553232.7399999998,90719.40000000001,-68.5,-67,-49,-81,1000.0M,PLANO,TX
1cd47be1e64987f3b74d54d1f871a0f3d1f34d3c7a19ddff1a0f790bf841d8e4,0,8,4,259993.20000000004,50390.42500000001,1100061.008333333,344085.7416666667,2737443.0500000003,1467023.8166666667,-57.4,-66,-21,-86,1000.0M,ZEPHYRHILLS,FL
79aec3191ae7cf10b63ff13e41b3321ef545487a0196d34869cd4ea1e7c5282d,0,4,1,702347.08,5243.18,1797982.6600000001,18393.239999999998,3262753.2600000002,52542.94,-54.2,-53,-41,-83,500.0M,RIVERVIEW,FL
947ce68161a6eb3095101e71e32c04ebed4e8a81103d239110922b4d551e924b,1,8,3,22606.79090909091,15820.43636363636,68156.55454545455,95869.86363636363,651680.6363636364,268622.3,-65.9,-66,-51,-87,1000.0M,BARTOW,FL
69ca5be7de7134573ce18e672768c1c5d2466d6b2f60cd5692497f9af08b1b91,0,12,2,300779.56428571424,44049.92142857144,1289124.6142857142,132099.79285714286,6021435.278571428,1818866.1428571425,-64.4,-67,-32,-88,500.0M,IRVING,TX
d4721ba41346288d8aa7f606000b25bf4060d62346aaa872945ac3b0af048437,3,10,5,126895.36666666667,7204.660000000001,648404.5,41778.81333333333,1011236.8866666668,147256.62666666665,-55.8,-52,-38,-86,1000.0M,WYLIE,TX
b9136dd6010ad1f4948e51236069f90a22e1f9b15b15ae43dafd9bfade234f32,0,8,2,175188.43,53784.250000000015,925657.54,165105.00999999995,1945081.2300000004,838616.82,-59.8,-59,-50,-78,500.0M,ONTARIO,CA
8f37cc8a866969f798a55cb22391b507a4db9a32bc05d1717a00bf0282abc517,0,7,3,140354.91,6613.0,769822.7899999999,21285.579999999998,1913899.73,168234.94,-66.3,-63,-52,-90,1000.0M,SOUTHLAKE,TX
dc46538c839919b66a84a45ca600f1cb129e22541595dc311104b634b2552446,0,2,3,17042.84,4713.0599999999995,104720.7,6559.460000000001,641490.3400000001,123426.13999999998,-52.9,-51,-46,-84,200.0M,CALIMESA,CA
f89da48b2a66273622093a0f1160cc7431ada358a064f6f9973fcdbfacf602a4,1,9,5,405428.1928571428,16716.1,808515.1857142858,45872.042857142864,1665012.7714285713,74395.55714285714,-47.1,-46,-14,-79,1000.0M,ENGLEWOOD,FL
3c325ef3953378184dcffbf03eaed9883149443104e3cea895085968a88ec95e,0,21,5,185497.25384615388,13700.365384615383,730147.8576923077,44719.91153846153,2171059.4884615387,82999.30769230772,-51.5,-55,-32,-68,500.0M,MORENO VALLEY,CA
3685c1820fb7d6cd063a449290a4ad53896d6bf1339aad0aa41feee42febef94,0,3,3,580518.3833333334,11463.733333333335,1228423.8833333335,28363.21666666667,1568666.6166666662,39130.23333333333,-38.2,-29,-20,-72,500.0M,VAN ALSTYNE,TX
66c99168d1420d027ca84b4e79da6d50450f13a67ccf05409157d4fb24b93807,0,5,2,162100.35714285713,31974.514285714286,428082.7571428571,93865.09999999999,1411264.414285714,151829.67142857143,-60.6,-63,-51,-80,500.0M,VERNON ROCKVILLE,CT
bef5175caa38ee813922de411149c3d946d908735b4d2b6d9eca39846b7aa695,3,31,12,146662.3441860465,7991.355813953487,556415.3558139534,26692.32093023256,1492667.71627907,131615.8581395349,-52.0,-54,-29,-79,2000.0M,LEWISVILLE,TX
1e8c09f72e07711ae623bceeadcc4d1819bf6ead347bcde03e2b620294cafd66,0,7,1,432126.425,13023.912499999999,960021.7874999999,24024.262500000004,2000340.4124999996,138772.80000000002,-59.4,-65,-30,-83,500.0M,ROWLETT,TX
5bf895e800d80ecb06dea6ebd2d3b550e2b4a471118846643bbcf74760bde098,3,11,5,18767.69375,7579.19375,74987.50625000002,6618.075000000002,1234698.69375,804295.0062500001,-54.0,-53,-38,-80,1000.0M,ARCADIA,CA
e3fd2ef1a741e853378b176d1b31846066016ae28117e7bc2d95c79f2dc621a4,0,10,1,211200.62727272726,12233.127272727275,933400.1272727271,35270.49999999999,7399636.29090909,307947.79090909095,-55.2,-55,-46,-78,500.0M,BELLFLOWER,CA
32883183c40b3a7f3705fa9096614a49e4e736fcd28102c04b5be3d3e3511a55,0,10,3,514972.06923076935,527161.5538461539,1072191.8846153845,554977.4923076923,5345405.107692308,2867527.369230769,-57.2,-56,-30,-78,500.0M,MONTCLAIR,CA
047c87d0aa63cd64925c8723c3cacbe13aca464f3a6db6e80930eb5b3bfd3411,0,5,2,1000529.7857142857,11535.757142857143,2846500.0857142857,29411.442857142854,4728537.5571428565,131451.45714285714,-55.5,-52,-31,-83,1000.0M,SAINT PETERSBURG,FL
f081a23bb01d6e82eb66dac5040070bde41f0d98bf436a079aec12f0560ba0f0,0,13,2,178952.92666666667,34166.146666666675,1112647.6533333333,22430.126666666667,2331292.5333333337,1740104.6933333338,-67.9,-71,-45,-92,1000.0M,NEWBURY PARK,CA
66f8f576e8b1d589c9f32faa448c58972b2528e9cd5ac175d05a69d920555161,2,28,7,161822.86571428573,30182.948571428584,687140.2600000002,62316.742857142846,1994920.7371428574,249751.24000000002,-51.9,-52,-26,-80,1000.0M,ROCKY HILL,CT
6c839772198fda6187724f46623883de41d54ed0de7f894586aed67bba0c7e05,0,15,2,151200.55294117646,13864.04705882353,528266.782352941,42153.51764705882,1364659.4529411765,663484.9176470588,-59.9,-58,-45,-86,500.0M,WETHERSFIELD,CT
2ce5ecdd0bcf453ece1f7796217a3099f2e307757cf92602c8f3754a86ea69d3,3,30,5,20422.525714285723,7895.437142857142,98774.09428571427,25481.40285714286,518789.01142857136,533421.9628571427,-49.3,-48,-28,-79,1000.0M,HAINES CITY,FL
843c385bfdb8893dd1de627e5dfdaa01da2bddaa99fc185ffa1899fc8422b3a5,0,7,3,208572.34,5118.18,403743.97000000003,11852.97,1017199.78,83002.37,-61.3,-64,-46,-79,1000.0M,OLDSMAR,FL
fe198c19c20ff38d4bfed8468d40211a5db8ff112ca8933ff70741bb0ddabbc0,5,27,7,25512.93235294117,3400.608823529412,140682.79705882355,9826.623529411765,540613.2676470588,61585.814705882345,-54.2,-54,-28,-80,1000.0M,LONGBOAT KEY,FL
0f583f553b92890c4324957dc5865d45e07fb8bd52d4efc7cc9e51773196d5c0,1,20,6,371240.9192307693,18750.68846153846,1066965.7807692308,43933.40000000001,2050462.7576923082,184705.68846153846,-59.5,-59,-23,-86,1000.0M,DICKINSON,TX
7df3d0adc69756ad285ed845a47e42eca263422f133ef1e821979137dc2c3db1,1,34,18,68316.28461538462,2211.5288461538457,328842.6269230769,8066.440384615383,1049707.9288461541,21528.134615384617,-51.3,-47,-35,-86,1000.0M,BRANDON,FL
0e35b3aae8a1517a142650d294c02279a27b5a26aab79cae17afd75335823749,1,1,5,842243.9499999998,27270.28333333333,568086.0000000001,92577.41666666667,4.5598934449999996E7,641576.4666666667,-72.1,-72,-71,-74,1000.0M,TAFT,CA
8cf07dfdb17ecc1e5b238412d08cf18077eeedbf8d7d648e8f0003fed24d9c7a,0,13,5,434391.2833333333,60384.78333333334,2323436.7111111116,339711.53333333344,3440518.3777777776,500696.98888888885,-58.0,-50,-37,-84,1000.0M,LAKELAND,FL
2f80f4370c9d0524eec2c406fe90c486a38d34884f0eeebd4e37183cbc06bb74,1,6,5,151816.04545454544,20286.50909090909,834247.3727272727,23908.981818181815,2539289.427272727,1416849.7,-54.1,-55,-37,-86,1000.0M,LONG BEACH,CA
45dd949018cd874cf228cdadfa63ef99f24757573c43b7bcee491e9717e51ea2,0,24,0,279053.49583333335,7920.370833333333,1425272.7541666667,32170.724999999995,3237438.483333333,168732.38749999998,-60.7,-60,-43,-88,1000.0M,STRATFORD,CT
9b6b0335adf9cf6129395b84d46ed9e3a4268a9f562bbaf11466180587b3be0a,0,4,3,307756.88571428566,862022.1571428571,543048.7571428571,873410.2571428571,846940.5714285712,1008852.4714285714,-59.3,-62,-34,-67,500.0M,ELLINGTON,CT
b3cfe835639e8444fdc299de08cf614a96e7522c64ce41955ae52313b2ea06ee,1,21,5,221750.7230769231,36645.07692307692,1033144.6653846154,165016.86153846153,3568624.934615384,1004533.2769230772,-51.2,-53,-30,-81,1000.0M,FREDERICKSBURG,TX
07cf99e707a8962cfc0ab45d1d1d3861a2672acd941f1d3aaee825850baebcca,2,10,5,341075.4066666666,5415.993333333334,1169138.7933333335,22781.45333333333,1561111.1133333333,51087.560000000005,-47.2,-45,-28,-82,1000.0M,EAST HARTFORD,CT
642e632616d3e699e5a72e762ff72d843328305577b35abc7db77a64cb4c0e4e,0,6,1,1265731.9714285713,1756761.7285714285,1314420.0,1798725.5714285711,4532330.028571429,1837817.0,-57.1,-57,-49,-75,1000.0M,NEW LONDON,CT
0c935a6b702e83882574a6b000114175b622642982ed81b84ebc1497caecfb6e,0,3,1,500533.62500000006,16360.35,1105855.875,41005.875,2118766.1,434722.02499999997,-43.2,-46,-23,-61,500.0M,PLANT CITY,FL
5c326723c68d7ac3478f034fec5d37d2e3615cde90bdba1fe3077e41e5432e79,1,9,3,336507.9916666667,8693.658333333333,1184783.05,14765.091666666665,3380040.6500000004,557139.6416666666,-59.5,-60,-39,-87,500.0M,MARION,IL
c7f95a32026b0a9e645b26460873a9c6f60d7dfd6a3b247ccb1dcce7748719d1,0,8,3,48663.7,9627.572727272725,237658.93636363634,32942.84545454546,726879.3727272727,158427.13636363635,-57.0,-55,-31,-85,500.0M,RUSKIN,FL
dc39474692e264ed7700a360905ff79aa5b200fbd682e923036cfdc16ff9075a,0,15,2,691834.1235294117,38457.73529411765,749941.2411764704,128539.23529411765,1.770575325882354E7,916676.6058823529,-60.1,-61,-30,-81,1000.0M,COVINA,CA
77a0963748328eb158018092ba4de244ad16ced78136c8a1abc30e8fece7a6f9,1,28,8,508935.2277777779,60992.59166666666,1980180.1361111114,244010.02777777784,2949379.2833333327,893853.1027777777,-61.9,-62,-33,-82,1000.0M,SAN FERNANDO,CA
565a0a072f7c6daab588c7785a4ff830c4a7e51805c99d2701ae8afaf09b3618,0,7,3,980838.1799999999,1124825.27,1646239.81,1154285.77,2090764.35,1315675.7,-57.2,-61,-20,-92,1000.0M,TAMPA,FL
54b3f46b20f372c3a48691b562dfab15d2880ea43a6f08969953b40c5333c646,0,10,5,352953.0800000001,884198.94,705740.3333333334,1072135.7066666665,1131195.7866666666,1166433.7466666666,-64.0,-65,-39,-83,1000.0M,OXNARD,CA
153edff6dcd76c98ec33a3e29eb97d8f7e47ef63983e33028aa903c31b1c6494,0,6,2,531650.6125,25179.412500000002,1014640.3875000001,67213.72499999999,2981925.5,1173713.9375,-55.1,-56,-36,-80,500.0M,FORT WORTH,TX
badf23b1684b7206a54217be9856349e26346dc38fcfa099fa98a410e2d10fb4,0,8,2,596654.7100000002,13507.960000000001,1578939.2899999998,20994.309999999998,3720002.47,451684.36,-56.9,-56,-30,-85,1000.0M,WINTER HAVEN,FL
1677284c90bfa008914b27dbc7bcce542acd7d8b8c03c614eddb50d8199d4184,0,6,4,818063.0399999999,1079428.8599999999,1477821.0099999998,6276237.87,2889726.04,6756096.3,-56.5,-51,-32,-83,1000.0M,HURON,OH
92aef4a55b067b33d1102769040d86b943262db798efea0408e3e0bca64acfc9,0,14,2,260638.775,125339.25,1010173.7875,474075.21249999997,2311292.29375,1009594.175,-64.4,-66,-40,-84,500.0M,MORENO VALLEY,CA
96abc20ad1c8fd77cd2e11be5cfed3aaf5f96920cc43e1a4a71a2f80ee4d8b39,2,32,6,127079.99473684213,18716.831578947364,319208.4736842105,30273.399999999994,1236560.0157894734,472289.6421052629,-57.7,-56,-27,-86,1000.0M,SPRINGTOWN,TX
65a4968cb1396288d69fa2258a368cea8123ab10cc02248974539b5460ce50bc,0,17,2,329606.28421052627,594366.1210526315,1048936.494736842,618743.7157894736,2723184.810526316,973656.3684210526,-61.2,-60,-36,-87,1000.0M,CROSBY,TX
efbf87990b775578ddda367aab9f50ebe4199cfddbcad7c67fad36b76bd89381,1,29,4,89033.79393939395,36474.296969696974,544763.7181818183,149300.28787878793,1005637.696969697,360873.8848484849,-55.6,-60,-3,-87,1000.0M,CROMWELL,CT
aa78556bb15cb1a0e8bfcab67cbc48722f49ad389387d0b872da1d322e591ca9,0,7,2,1014951.4444444445,603927.488888889,1781323.0111111111,638097.8111111111,2638117.888888889,659110.8555555556,-65.9,-68,-48,-82,500.0M,JUSTIN,TX
32acf3cdd7f41ac6d32a29cc17d743b0465fad015eb09526e524e68a143d9e98,2,5,6,1661192.3727272726,2523398.2454545456,1701063.7454545454,2531480.190909091,1841632.9272727272,2603907.6636363636,-53.9,-56,-26,-75,500.0M,NORTH HAVEN,CT
345b538cc82737a3fb0ab293e61b4a7590fbed94ecbca5887b0cc2a159c5ad40,0,15,8,303277.4521739131,17472.286956521737,1633798.1565217392,51491.660869565225,2309584.9826086955,241017.8347826087,-61.9,-62,-37,-86,1000.0M,BRADENTON,FL
5c6ebf56de613f6847c1fdeb3e6a158f1dd30f9b87cc5f517330874b271321bb,1,9,4,109513.07692307692,79271.08461538462,363817.5846153846,350432.23846153845,600780.8153846154,587245.2846153846,-57.2,-59,-32,-82,1000.0M,FORT WAYNE,IN
1630fcf548496a90ebb820fb4599e331a9d0a5b12c3a8d875921a6e9363b78e1,0,6,1,504629.0571428571,52435.75714285715,1400298.1142857142,41658.42857142857,2005065.6285714286,1217294.2428571428,-62.9,-61,-43,-90,500.0M,FORT WAYNE,IN
857d4250c9cd94893d5dd791b435ab6d26f9dc68688a92ca73f6521b9a72e1be,0,10,0,5009.470000000001,4636.08,2412.36,278.84000000000003,616100.95,620927.25,-49.3,-53,-14,-78,500.0M,DESERT HOT SPRINGS,CA
a626342d27680b378838d5c2258ca242f7c506199fcfc77ab3a32b985aa65fd0,0,17,2,94423.44736842105,7169.752631578948,791758.1052631581,25310.02105263158,1587735.6947368423,123775.32631578948,-58.3,-59,-28,-85,2000.0M,WHITTIER,CA
774a8218d054b261666b3b7dfdf29c4413c9f07849789126800ccf83e56e8331,1,11,3,203550.98571428572,11003.214285714286,1330614.5428571429,21775.357142857138,2838240.65,844721.4285714285,-46.6,-43,-31,-66,1000.0M,WILLIMANTIC,CT
8aad08120fe2e6e6ffda109f388bccef4f9429ad449a43ee9346e2f33de3fb84,1,6,10,2.8490466818749994E7,3.947222096875001E7,5.622136416875E7,8.012859520625E7,5.65677425E7,8.071675823125E7,-53.3,-52,-24,-78,1000.0M,SYLMAR,CA
826e143fbcbffebc0d29a109de1caf1f24faafb62227bad3bb40d87a86dd0931,0,5,2,460473.1285714285,32504.071428571428,3011203.371428571,214924.11428571428,3585280.1285714284,622995.4571428571,-59.2,-59,-41,-73,1000.0M,FORT IRWIN,CA
16efa4f569c0d0874d388fd3ad12170c45f0c4c91e15767a611294b85b5422c6,0,6,1,266857.3,402297.88571428566,1971245.8857142858,417399.9428571428,2896595.5,526513.1857142857,-63.2,-68,-30,-80,1000.0M,SAN ANGELO,TX
cb8a46f83ca71be3de43e5cbb11978112352f23cbf541b44f32b1c92c267823c,1,25,10,701701.982857143,20670.85428571428,1972739.1171428573,98760.16857142854,2502329.308571428,300299.3628571428,-58.9,-57,-38,-88,1000.0M,LEAGUE CITY,TX
8050843eca87d8bd1db564aaf38047d5204d7d875acd0f2321c10d2cf4280fa2,2,5,8,1462900.2307692305,2141333.892307692,1737607.7538461536,2195435.346153846,2308034.746153846,2738981.638461538,-54.4,-60,-27,-83,2000.0M,KELLER,TX
b95a4280ae0e94719752062ca605ba15171d21801ed0c1aaa4ddc042730bdd9a,1,8,7,1408582.0866666667,814030.9600000001,1717341.5333333334,825041.0466666667,2086210.9733333334,847274.18,-52.1,-52,-44,-90,100.0M,CHINO,CA
4169f56a8b9ae96caf499d38a44350615ae91d501beb09f8006abc595a72d231,1,12,4,675744.44375,27963.20000000001,1640140.9749999999,83030.45625,2254741.30625,100419.33750000002,-59.2,-66,-21,-93,1000.0M,GLADEWATER,TX
384920623adc4c43c91e32af2262aa0935e9c951c95be0d8166d590a90b3e403,0,5,2,1361111.3142857144,1546393.7428571428,3548666.1571428566,1544276.7142857143,3.541056648571429E7,2495518.214285714,-64.2,-63,-54,-78,1000.0M,CARROLLTON,TX
6f7d4e0b5b84bc32d6d42261991aa6758252a567cd213023fc9ce4a24b4fff53,1,10,5,884217.1466666666,749328.5399999999,2083446.9533333334,769539.9066666666,3754713.74,1016838.9666666668,-55.9,-54,-13,-85,1000.0M,FORT WORTH,TX
bf7c4be996f079d2271cfceca334813fcf70ebf60b2c8d9fa6aceb189e583957,0,4,1,245313.05999999997,63169.56,1301067.06,519756.5,3522237.5599999996,2062329.36,-51.4,-52,-42,-66,500.0M,POMONA,CA
1b5786b7bc228a388ee5b7bf17795f4f14959e42bb5cd6d505b7ad459cb81b7f,0,17,1,1196290.577777778,23902.15,3637865.5722222226,63698.44444444443,4992106.383333335,183621.09999999998,-62.8,-61,-49,-81,500.0M,PACOIMA,CA
1aff44105c97b46af8e10702f451fa682b5cc6555ef3c80da1b1981f15a8716e,0,5,0,12917.64,10438.54,27902.24,4200.3,1254591.2600000002,1062621.54,-55.5,-49,-24,-78,500.0M,WEST COVINA,CA
